v1,v2,time,ke,p,m1,m2,width
800,500,0,15150000.0,51000,20,70,960
1222.2222,-77.7778,0,15149999.5777778,18999.998
800.0,-500.0,17.0,15150000.0,-19000.0
1222.2222,-77.7778,33.0,15149999.5777778,18999.998
800.0,-500.0,49.0,15150000.0,-19000.0
1222.2222,-77.7778,65.0,15149999.5777778,18999.998
800.0,-500.0,81.0,15150000.0,-19000.0
1222.2222,-77.7778,97.0,15149999.5777778,18999.998
800.0,-500.0,114.0,15150000.0,-19000.0
1222.2222,-77.7778,130.0,15149999.5777778,18999.998
800.0,-500.0,146.0,15150000.0,-19000.0
1222.2222,-77.7778,163.0,15149999.5777778,18999.998
800.0,-500.0,179.0,15150000.0,-19000.0
1222.2222,-77.7778,195.0,15149999.5777778,18999.998
800.0,-500.0,212.0,15150000.0,-19000.0
1222.2222,-77.7778,229.0,15149999.5777778,18999.998
800.0,-500.0,245.0,15150000.0,-19000.0
1222.2222,-77.7778,261.0,15149999.5777778,18999.998
800.0,-500.0,279.0,15150000.0,-19000.0
1222.2222,-77.7778,295.0,15149999.5777778,18999.998
800.0,-500.0,313.0,15150000.0,-19000.0
1222.2222,-77.7778,329.0,15149999.5777778,18999.998
800.0,-500.0,346.0,15150000.0,-19000.0
1222.2222,-77.7778,363.0,15149999.5777778,18999.998
800.0,-500.0,380.0,15150000.0,-19000.0
1222.2222,-77.7778,396.0,15149999.5777778,18999.998
800.0,-500.0,413.0,15150000.0,-19000.0
1222.2222,-77.7778,430.0,15149999.5777778,18999.998
800.0,-500.0,446.0,15150000.0,-19000.0
1222.2222,-77.7778,463.0,15149999.5777778,18999.998
800.0,-500.0,480.0,15150000.0,-19000.0
1222.2222,-77.7778,497.0,15149999.5777778,18999.998
800.0,-500.0,514.0,15150000.0,-19000.0
1222.2222,-77.7778,531.0,15149999.5777778,18999.998
800.0,-500.0,548.0,15150000.0,-19000.0
1222.2222,-77.7778,565.0,15149999.5777778,18999.998
800.0,-500.0,582.0,15150000.0,-19000.0
1222.2222,-77.7778,599.0,15149999.5777778,18999.998
800.0,-500.0,615.0,15150000.0,-19000.0
1222.2222,-77.7778,633.0,15149999.5777778,18999.998
800.0,-500.0,650.0,15150000.0,-19000.0
1222.2222,-77.7778,667.0,15149999.5777778,18999.998
800.0,-500.0,683.0,15150000.0,-19000.0
1222.2222,-77.7778,700.0,15149999.5777778,18999.998
800.0,-500.0,717.0,15150000.0,-19000.0
1222.2222,-77.7778,734.0,15149999.5777778,18999.998
800.0,-500.0,751.0,15150000.0,-19000.0
1222.2222,-77.7778,767.0,15149999.5777778,18999.998
800.0,-500.0,783.0,15150000.0,-19000.0
1222.2222,-77.7778,799.0,15149999.5777778,18999.998
800.0,-500.0,815.0,15150000.0,-19000.0
1222.2222,-77.7778,832.0,15149999.5777778,18999.998
800.0,-500.0,849.0,15150000.0,-19000.0
1222.2222,-77.7778,865.0,15149999.5777778,18999.998
800.0,-500.0,882.0,15150000.0,-19000.0
1222.2222,-77.7778,900.0,15149999.5777778,18999.998
800.0,-500.0,917.0,15150000.0,-19000.0
1222.2222,-77.7778,934.0,15149999.5777778,18999.998
800.0,-500.0,950.0,15150000.0,-19000.0
1222.2222,-77.7778,967.0,15149999.5777778,18999.998
800.0,-500.0,983.0,15150000.0,-19000.0
1222.2222,-77.7778,1000.0,15149999.5777778,18999.998
800.0,-500.0,1016.0,15150000.0,-19000.0
1222.2222,-77.7778,1032.0,15149999.5777778,18999.998
800.0,-500.0,1049.0,15150000.0,-19000.0
1222.2222,-77.7778,1065.0,15149999.5777778,18999.998
800.0,-500.0,1082.0,15150000.0,-19000.0
1222.2222,-77.7778,1099.0,15149999.5777778,18999.998
800.0,-500.0,1115.0,15150000.0,-19000.0
1222.2222,-77.7778,1132.0,15149999.5777778,18999.998
800.0,-500.0,1149.0,15150000.0,-19000.0
1222.2222,-77.7778,1165.0,15149999.5777778,18999.998
